课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:09:16] 我们会看到它会有一个单独的参数，
[00:09:18] 让我们来指定我的传输人到底是用udp还是TCP。
[00:09:22] 好，
[00:09:23] 这一方的话，
[00:09:23] 我们稍微给大家展开一下，
[00:09:25] 那我们在后面我们会看到对于尽力而为的这样一种服务质量保证的话，
[00:09:30] 我们把IP的这个对应的服务质量保证可udp的这样一个服务质量保证的话，
[00:09:36] 都称为不可靠的数据传输的尽力而为的这样一种这个服务质量保证，
[00:09:42] 那为什么在计算机的分层体系结构里边儿，
[00:09:44] IP提供的也是尽力而为的服务，
[00:09:47] 而udp的话也提供的是尽力而为的服务，
[00:09:50] 为什么我需要在数据链路层，
[00:09:52] 而在这个对应的传输层和这个网络层都要提供两种类型比较接近的这样一种服务，
[00:10:00] 好，
[00:10:01] 那这个我们来大概给大家做一个介绍，
[00:10:04] 那首先的话，
[00:10:05] 我们在U，
[00:10:06] 在这个对应的数据传输层列表，
[00:10:09] 我们是希望通过对应的端口号来区分不同的进程说话，
[00:10:14] 即使是尽力而为的服务，

--- 6 / 7 / 00:10:16 - 00:11:46 ---
[00:10:16] 那也需要有一个特定的传输层，
[00:10:19] 能够把对应的端口的话给它确定下来。
[00:10:22] 所以话。
[00:10:23] 我们要在IP所提供的端对端的网络通信功能之上，
[00:10:27] 要区分出具体的运用进程的不同，
[00:10:29] 那我们就需要有一个特殊的传输层的这样一个服务，
[00:10:34] 所以的话，
[00:10:34] 我们要需要有一个udp的这样一个协议，
[00:10:36] 那有U协议以后，
[00:10:38] 你看到他不需要建立连接，
[00:10:40] 不需要做可靠性保障工作，
[00:10:42] 不需要流量控制，
[00:10:43] 拥色控制等等，
[00:10:44] 那这样的话，
[00:10:45] 你的这个数据，
[00:10:47] 你的应用层产生了数据以后，
[00:10:49] 它发送数据的速度和你主机向网络发送数据的这样一个实际数据化是一致的，
[00:10:56] 而在ttv纸上我们会看到应用发送数据的这样一个速度和主机向网络发送的这样一个实际速度的话是不一致的，
[00:11:05] 那你应用发送数数据的这样一个速度的话，
[00:11:08] 是要往于这个网络向实际发送数据的这样一个数据的，
[00:11:12] 就是因为它在上层的话，
[00:11:14] 需要做流量控制和用色控制，
[00:11:16] 消耗一定这样一个时间，
[00:11:19] 所以话我们如果你的一个网络这样一个应用，
[00:11:22] 希望网络数据。
[00:11:23] 取尽快的速度进行发送，
[00:11:25] 那这时候就需要在传输层里边选择udp的这样一个协议，
[00:11:31] 那我们看到这些常见的这样一些网络应用，
[00:11:34] 它的传输层的话，
[00:11:36] 会选择不同的这样一些对应的这样一些传输层的协议，
[00:11:40] 那我们看到针对你要传输的这些文件不能够损失的这种情况，
[00:11:44] 那针对于文件传输，

--- 6 / 7 / 00:11:47 - 00:13:03 ---
[00:11:47] 电子邮件，
[00:11:48] 还有对应的这word的这样一些应用而言，
[00:11:50] 那如果你的文件发生了这个损坏，
[00:11:53] 那最终的话，
[00:11:54] 你的这个网络应用的话，
[00:11:56] 就无法正常的去开展，
[00:11:58] 所以的话，
[00:11:58] 他需要传输层的话，
[00:11:59] 用TCP的这样一个协议，
[00:12:01] 那有些对应的网络这样一些电话，
[00:12:04] 那我的电话的话，
[00:12:05] 它电话进量是比较大的，
[00:12:07] 但如果你希望他的这个实时性比较好，
[00:12:10] 那就可以让他跑在udp之上，
[00:12:12] 那还有留的这样一些音频视频的话，
[00:12:15] 他如果希望保证它这样一个可靠的传输，
[00:12:19] 那就跑在TCP之下，
[00:12:21] 那这个交付式的游戏。
[00:12:23] 那游戏数据非常大，
[00:12:24] 但他希望能够尽快的速度进行交付，
[00:12:27] 那就可以用udp的这样一个协议，
[00:12:29] 那我们会看到这个，
[00:12:31] 如果你这个你能这样网络应用的话，
[00:12:34] 更关注的是数据的可靠性，
[00:12:36] 那传输层的话就需要选择TCP的协议，
[00:12:39] 那如果更关注的是你的数据的这样一个高速的这样一个传输，
[00:12:44] 那就需要考虑在传在传都省的话，
[00:12:47] 用这个udp协议，
[00:12:49] 那这并不是绝对的，
[00:12:50] 在降机网络的发展过程里边，
[00:12:52] 有的时候的话，
[00:12:54] 我们做一些特殊的设置，
[00:12:55] 也可以在udp的这样一个这个传输的基础上的话，
[00:12:59] 做可靠的这样一些数据的这样一个保障，
[00:13:02] 所以的话，
[00:13:02] 这个并不是绝对的，

--- 6 / 7 / 00:13:03 - 00:14:29 ---
[00:13:03] 那对于一些对应的特殊的这样一些应用层的协议而言的话，
[00:13:09] 它会在udp之上再做应用层的开发，
[00:13:12] 那既保证数据传输的这样一个快速，
[00:13:15] 也保证它有一定的这样一些数据的这样一些可靠的保证，
[00:13:19] 那这个话是这个后患了，
[00:13:21] 那我们在这个阶段的话，
[00:13:23] 只需。
[00:13:23] 需要知道一下传输层有这两种不同的服务质量，
[00:13:27] 那我们在开发网络应用程序的时候，
[00:13:30] 就需要来指定我的传输层到底要用哪一种协议，
[00:13:34] 那建议你在开发网络一个程序的时候，
[00:13:36] 就必须要把它设计好。
[00:13:38] 好，
[00:13:40] 那我们再看一下，
[00:13:41] 那我们在做网络应用程序的开发，
[00:13:43] 那我们需要明确进程之间如何来进行通信，
[00:13:46] 那我们前面讲到了进之间要进行通信，
[00:13:49] 首先第一个你需要借助于层接接口实现应用层和传输层之间的这样一个交付，
[00:13:54] 第二的话，
[00:13:55] 你需要找到准确的两个进程，
[00:13:57] 所有你要做进程之间的这样一个群址，
[00:14:00] 那第三个的话，
[00:14:01] 你需要来设置对应的这个传输层到底要用哪种服务质量，
[00:14:06] 所以你要选择TCP协议和udp协议，
[00:14:09] 那做了第三个以后，
[00:14:10] 你的应用程序的话，
[00:14:11] 就能够和网络基础设施的话进行对应的良好的这样一个交付，
[00:14:16] 从而正确的使用网络基础设施。
[00:14:19] 那我们最后还需要考虑一个问题，
[00:14:21] 就是你在应用层里边所产生的这样一些数据，
[00:14:25] 应该按照哪一种对应的格式进行正确的封装，

--- 6 / 7 / 00:14:29 - 00:15:53 ---
[00:14:29] 然后让两个程序之间能够正确识别他们所传递的这样一些数据的内容，
[00:14:36] 所以的话，
[00:14:36] 我们还需要第四块需要注意。
[00:14:39] 具体内容的话，
[00:14:40] 就是在你的应用程序里边儿，
[00:14:42] 需要指定对应的应用层的协议，
[00:14:45] 然后按照应用层协议的话来对于传输的数据的话，
[00:14:49] 进行一个正确的这样一个封装，
[00:14:52] 形成应用层的这样一个对应的应用层的豹纹，
[00:14:56] 虽然我们来看到第五，
[00:14:58] 第五第五个小节内容化，
[00:14:59] 就应用者的协议，
[00:15:01] 我们需要在开发应用程序的时候来规定出来我所用的用层协议是哪个应用层协议，
[00:15:07] 然后按照哪一个应用层协议的话来对我的数据的话进行一个良好的封装，
[00:15:12] 那我们看一下，
[00:15:13] 那应用层协议的话，
[00:15:14] 就规定了运行在各种端系统之上的应用程序进程之间的话，
[00:15:18] 是如何来交付对应的报文档，
[00:15:20] 那如何来交付的话，
[00:15:22] 我们看到就涉及到协议的这样一的三要素，
[00:15:25] 报文的这样一个，
[00:15:27] 对应的协议的这样一个语法语义，
[00:15:29] 以及相应的这样一个时序，
[00:15:31] 那首先的话，
[00:15:32] 我们需要知道一下对应的交换的这样一个报本的类型，
[00:15:35] 那你需要明确一下你当前进行交付的过程里面。
[00:15:39] 到底要把对应的数据报表的话，
[00:15:41] 封装成哪几种类型，
[00:15:43] 那涉及到对应的交付的这样一个时序，
[00:15:46] 所以我们会看到在应用型的协议里边儿，
[00:15:48] 实序的话是由两块来构成的，
[00:15:51] 一个话就是交换的这个报本的类型，

--- 6 / 7 / 00:15:53 - 00:17:18 ---
[00:15:53] 你需要明确一下在整一个交付的行为里边，
[00:15:57] 需要为不同的交付行为的话，
[00:15:59] 涉及哪几种类型的这样个报文，
[00:16:01] 那比如说针对于HTP这样一个协议而言，
[00:16:04] 它就规定了在我的这个报文里边有两种报文，
[00:16:07] 一种是请求报文，
[00:16:08] 一种是响应豹纹，
[00:16:10] 好，
[00:16:11] 那第二块的话，
[00:16:11] 我们需要知道一下豹纹的这样一个语法，
[00:16:13] 那语法的话就是你的报文里边儿，
[00:16:16] 头部字段里边有哪些对应的字节，
[00:16:18] 然后的话如何来描述这些字节，
[00:16:21] 第三的话就是字段里边每一个对应的字段的这个信息的这样一个含义，
[00:16:27] 到底是什么个含义，
[00:16:28] 那这是对应的语义。
[00:16:31] 好，
[00:16:31] 那最终的话，
[00:16:32] 我们也看到我的这样一个时序的话，
[00:16:35] 是通过进程之间，
[00:16:37] 如何这个发送和响应报光的规则的话加以制定的，
[00:16:42] 所以话持续的话也包含两块内容，
[00:16:45] 一块儿的话就是我要进行这个交交付，
[00:16:48] 那我进程之间如何来进行交付，
[00:16:50] 那在你的自己交付的步骤上，
[00:16:53] 你第一步的话应该是用哪种类型的报文，
[00:16:56] 第二步的话用哪种类型的豹纹，
[00:16:58] 所以话我们看到它对应的持序的话，
[00:17:00] 就包含了对应的这样一些发送和交付的这样一些规则，
[00:17:05] 规则的话体现在两个层面上，
[00:17:07] 一个的话就是你的报表类型，
[00:17:09] 第二个层面的话就是你具体的报文的这样一个投头字段里边具体的内容，
[00:17:14] 但是具体内容的话就规定了，
[00:17:17] 我进行交付过程里面，

--- 6 / 7 / 00:17:18 - 00:18:36 ---
[00:17:18] 比如说我HD的一个报文或者手部字段里面，
[00:17:20] 我指定了我对应的hev的这样一个，
[00:17:23] 对应的这个他的这样一个，
[00:17:27] 它的这样类型的话，
[00:17:29] 是HB一点一或一HB二点。
[00:17:31] 零，
[00:17:32] 那我就指定了我交付过程里边儿对应的这样一些要遵循的这样一个版本的这样的类型，
[00:17:38] 所以话进程核实和如何来发送和响应的规则的话，
[00:17:41] 就写在了团队有交付的这样一个投部字段列表，
[00:17:45] 所以我们一般情况下的话，
[00:17:47] 是基于两个层面的话来制定相应的规则，
[00:17:50] 一个层面的话就是对应的报表类型，
[00:17:53] 我确定出来不同的类型的话，
[00:17:55] 每种报文类型，
[00:17:57] 实现哪种对应特定这样一个功能，
[00:17:59] 第二的话就是我如何来进行交付，
[00:18:01] 以及什么时候进行交付，
[00:18:03] 那这些内容的话，
[00:18:04] 我现在进行第一次交付的过程里边，
[00:18:06] 我就把投诉字段的特定的值给它写出来，
[00:18:10] 把它作为一个设置，
[00:18:11] 然后第二次交付过程里边，
[00:18:12] 我通过识别对应的头部字段的这样一些信息，
[00:18:15] 我也知道我应该做哪些交付的行为了，
[00:18:18] 所以的话，
[00:18:18] 我们来学习应用层的协议，
[00:18:20] 就需要知道一下豹纹的语法，
[00:18:22] 就你的头部字段里边包含哪些字段，
[00:18:24] 然后如何来描述这字段它占多少对应的这样一个字节，
[00:18:29] 然后的话，
[00:18:30] 豹纹的雨衣的话，
[00:18:31] 就你。
[00:18:31] 里边儿你的每个报文字段里边写了某些值，
[00:18:34] 那这些值所代表的含义是什么？

--- 6 / 7 / 00:18:36 - 00:19:56 ---
[00:18:36] 那比如说我们在后面APP的这个响应报文里边有一个状态码，
[00:18:41] 那如果状态码的话，
[00:18:42] 是二零零，
[00:18:43] 那代表着你的交付行为是成功的，
[00:18:46] 那他的信息的话，
[00:18:47] 你要能够识别出来，
[00:18:49] 好希望我们通过应用层的这个协议报露的话，
[00:18:51] 我们就规定了对应的两个应用程序之间交换相应的数据的时候，
[00:18:56] 数据的格式，
[00:18:57] 以及数据的这样一个交付的这样一个规则，
[00:19:00] 那就通过对应的应用者的协议的话加以致力，
[00:19:03] 所以我们后面的话，
[00:19:05] 每一种对应的典型的网络应用，
[00:19:07] 我们都要学习一下，
[00:19:09] 在这样一个对应的应用里边儿，
[00:19:11] 它使用的这个协议是哪一个协议，
[00:19:13] 那通过学习协议，
[00:19:15] 我就清楚我的这个应用的话，
[00:19:17] 是如何进行相应的交付的，
[00:19:19] 那如何来把它对应的这样一些规则化，
[00:19:22] 加以这个实施下去，
[00:19:24] 然后让两个应用进程之间的话，
[00:19:26] 实现一个成功的有序的这样一个交付。
[00:19:30] 好啊，
[00:19:31] 那通过应用层协议的话，
[00:19:33] 也希望大家正确的这个区分网络应用和应用层协议之间的一个区别，
